 ;PosX [m]:;0.005
 ;PosY [m]:;0.031
 ;PosZ [m]:;0.093
Part;Time [s];Press_0 [Pa]
0;0;16.4842
1;0.0100161;136.502
2;0.0200385;-34.9673
3;0.0300272;-20.4876
4;0.0400276;135.301
5;0.0500017;-7.76271
6;0.0600216;179.589
7;0.070006;51.5329
8;0.0800062;94.3734
9;0.0900316;155.481
10;0.100007;46.8762
11;0.110008;190.831
12;0.120014;83.2241
13;0.130013;107.039
14;0.140003;197.063
15;0.150033;36.4805
16;0.16004;231.389
17;0.170017;78.7167
18;0.180006;0
19;0.190006;0
20;0.200017;0
21;0.210012;0
22;0.220013;0
23;0.230009;0
24;0.240038;0
25;0.250039;0
26;0.260036;0
27;0.270041;0
28;0.280031;0
29;0.290009;0
30;0.300001;0
31;0.310021;0
32;0.320035;0
33;0.330027;0
34;0.340037;0
35;0.35004;0
36;0.360006;0
37;0.370016;0
38;0.380025;0
39;0.390028;0
40;0.40001;0
41;0.41004;0
42;0.420026;0
43;0.43004;0
44;0.440018;0
45;0.450013;0
46;0.460039;0
47;0.470041;0
48;0.480024;0
49;0.490036;0
50;0.500008;0
51;0.510027;0
52;0.520017;0
53;0.530027;0
54;0.540012;0
55;0.55004;0
56;0.560004;0
57;0.570015;0
58;0.580029;0
59;0.590028;0
60;0.600016;0
61;0.610039;0
62;0.620012;0
63;0.630003;0
64;0.640013;0
65;0.650027;0
66;0.660037;0
67;0.670019;0
68;0.680038;0
69;0.690016;0
70;0.700009;0
71;0.710028;0
72;0.720008;0
73;0.730032;0
74;0.740039;0
75;0.750008;0
76;0.760026;0
77;0.770014;0
78;0.780023;0
79;0.790031;0
80;0.800041;0
81;0.810006;0
82;0.820033;0
83;0.83;0
84;0.840012;0
85;0.850038;0
86;0.860026;0
87;0.87004;0
88;0.880008;0
89;0.890021;0
90;0.900011;0
91;0.910043;0
92;0.920036;0
93;0.93002;0
94;0.94002;0
95;0.950041;0
96;0.960009;0
97;0.970007;0
98;0.980038;0
99;0.990001;0
100;1.00004;0
101;1.01002;0
102;1.02004;0
103;1.03003;0
104;1.04002;0
105;1.05003;0
106;1.06002;0
107;1.07004;0
108;1.08001;0
109;1.09001;0
110;1.10002;0
111;1.11003;0
112;1.12001;0
113;1.13004;0
114;1.14;0
115;1.15002;0
116;1.16001;0
117;1.17;0
118;1.18001;0
119;1.19001;0
120;1.20004;0
121;1.21004;0
122;1.22002;0
123;1.23001;0
124;1.24002;0
125;1.25;0
126;1.26002;0
127;1.27003;0
128;1.28002;0
